Customer ID,Customer Name,Region,Sales Rep,Product,Lead Source,Deal Size (USD),Deal Date
e27a984d-6548-41d0-bfcd-9eb1a7cad415,"Guerrero, Peck and Coleman",Europe,Abigail Shaffer,RevOps Tracker,Inbound Website,15554.61,2024-12-28
24933b83-7577-40a9-a491-f0b2ea1fca65,"Walker, Hernandez and Baker",Europe,Daniel Wagner,RevOps Tracker,Webinar,9245.03,2025-05-01
beb79919-3f22-4af8-a3be-d01d43cf2fde,Jones and Sons,Asia,Cristian Santos,Analytics Pro,Cold Call,16878.49,2024-08-07
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,Larson-Holloway,North America,Angie Henderson,DataViz Suite,Referral,11996.81,2025-02-16
956269f0-e5d7-4875-adad-d6c795a76d79,Gonzales-Harrison,North America,Noah Rhodes,RevOps Tracker,Email Campaign,13541.53,2024-08-31
ff50bde4-3825-47b8-9cab-cc97663f1c97,Lyons-Bender,Africa,Abigail Shaffer,DataViz Suite,Webinar,11991.47,2025-01-30
7e570ddf-8270-40a8-a369-b584ff5e9ff0,"Fernandez, Kim and George",North America,Allison Hill,RevOps Tracker,Referral,24261.39,2024-11-28
dc713d96-0c0f-4195-817a-f08a1745d6d8,Navarro-Munoz,Asia,Gina Moore,DataViz Suite,Referral,14932.51,2024-12-10
28f49481-a0a0-4dc4-a720-9bdf1c11f735,Davis Ltd,Asia,Daniel Wagner,RevOps Tracker,Inbound Website,9711.45,2024-11-08
98ae4334-6c12-4ce8-ae34-0454cac5b68c,"Matthews, Smith and Hubbard",Asia,Daniel Wagner,Analytics Pro,Email Campaign,19112.72,2025-03-18
988c24c9-61b1-4d22-a280-1c4510435a10,Johnston-Hines,North America,Gina Moore,DataViz Suite,Email Campaign,8895.78,2024-10-25
405cacec-8774-49a9-b7d2-1e02ff01cf99,Ruiz Ltd,Africa,Connie Lawrence,RevOps Tracker,Email Campaign,16044.32,2024-10-13
f143262f-dc5c-4eed-8da0-365bf89897b9,Moon-White,North America,Cristian Santos,Analytics Pro,Cold Call,5201.65,2024-08-22
1d53434b-b881-49b9-ae27-0da702f06b90,"Graham, Olsen and Costa",Africa,Daniel Wagner,Analytics Pro,Referral,8359.07,2024-07-19
c0398710-8976-4334-a281-7efdae849217,Bailey-Cook,North America,Daniel Wagner,RevOps Tracker,Cold Call,15984.31,2025-04-20
5715bd6f-a416-4293-84c2-e2e3444ea7c8,"Garcia, Martin and Jenkins",Asia,Allison Hill,DataViz Suite,Cold Call,18692.33,2024-09-19
287d06ca-6f4c-469a-8b22-d3081c8eaee9,Roberts-Landry,Asia,Daniel Wagner,BI Booster,Referral,15856.84,2025-01-18
b8db0672-f42d-47cc-80d4-af5974273ca3,"Johnson, Miller and King",Europe,Abigail Shaffer,Analytics Pro,Email Campaign,14421.76,2025-01-26
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Cordova Group,North America,Connie Lawrence,Analytics Pro,Referral,13494.48,2024-12-06
81f76d1c-2dbc-4134-830f-f46e8026695f,"Bryan, Smith and Booth",North America,Cristian Santos,RevOps Tracker,Inbound Website,7607.39,2025-06-28
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,Gutierrez-Lopez,Europe,Noah Rhodes,BI Booster,Referral,11400.78,2025-02-12
81f631d4-a392-41a7-9777-a4774c66e0a8,Dean-Jimenez,Asia,Cristian Santos,BI Booster,Referral,12696.81,2024-08-23
5fb8d16c-2720-497d-b2eb-d6899be578c7,Wolf-Harris,North America,Connie Lawrence,BI Booster,Webinar,20285.61,2024-10-18
f4188f3f-8a14-4e62-a95b-4715c333e861,"Anderson, Roberts and Gilmore",Europe,Abigail Shaffer,RevOps Tracker,Inbound Website,16718.09,2025-05-05
eb2263dd-87c5-421e-ac24-a3c5c754108f,Martinez-Dudley,North America,Connie Lawrence,DataViz Suite,Webinar,6184.8,2024-10-18
7d154385-52fb-443b-9954-6eb400257ad1,"Lloyd, Mckinney and Collins",Africa,Allison Hill,Analytics Pro,Email Campaign,16620.42,2025-04-08
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,Tran Inc,Asia,Noah Rhodes,RevOps Tracker,Email Campaign,13074.59,2024-12-29
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,Gay Inc,Africa,Cristian Santos,BI Booster,Inbound Website,11615.39,2024-09-30
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,Valentine-Holland,Asia,Angie Henderson,Analytics Pro,Cold Call,18058.38,2025-03-03
14296c07-f26b-4776-913e-4de2e0c53cb8,Jimenez Ltd,Europe,Cristian Santos,Analytics Pro,Referral,20155.0,2024-10-27
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Hicks-Hill,Asia,Allison Hill,BI Booster,Webinar,19656.4,2025-04-04
885f6e66-c2b6-42c5-ba5d-310011b7e948,Baird-Sanchez,Asia,Noah Rhodes,BI Booster,Inbound Website,10803.91,2025-06-29
a8e56e0c-20de-435d-a031-d750c40db9b4,"Thomas, Lee and Greene",Europe,Abigail Shaffer,Analytics Pro,Webinar,13453.94,2025-01-15
2a45c2ab-8cbf-4db0-b264-accc79ac1b1e,"Suarez, Shields and Hill",Asia,Connie Lawrence,Analytics Pro,Referral,16656.32,2024-09-24
9b49bd26-df57-459a-8715-a10343dac043,Morgan-French,North America,Connie Lawrence,DataViz Suite,Cold Call,19877.73,2024-08-25
edcd465e-3638-4821-b6e0-7cc06c52c49f,Hoover-Campbell,Europe,Abigail Shaffer,DataViz Suite,Webinar,12604.13,2024-08-30
b09b2a5c-badc-432a-8159-0f538a0f4efb,Monroe-Carpenter,Europe,Noah Rhodes,RevOps Tracker,Inbound Website,14071.71,2025-06-05
66245bfa-4fcc-439a-b683-d2e6337ea2df,"Burns, Hernandez and Ryan",Europe,Abigail Shaffer,Analytics Pro,Referral,9468.33,2024-08-06
5f987c71-a65e-488e-abf3-ad39fec21bbe,Cook-Hines,Africa,Daniel Wagner,DataViz Suite,Referral,9018.97,2024-12-31
7394988f-847f-49b4-a64d-1bcb702753a1,Gibson-Morris,Africa,Cristian Santos,Analytics Pro,Cold Call,19062.63,2024-09-14
1064005c-3985-43cf-bf76-be1d1efa2197,Pollard and Sons,Asia,Allison Hill,BI Booster,Inbound Website,21781.2,2025-06-23
8dcdcd03-969b-4662-8562-8059568cc69b,"Reyes, Chase and Jenkins",Europe,Abigail Shaffer,DataViz Suite,Referral,14639.95,2025-04-12
01d74256-3860-4ab6-96a4-02f23ae8cc93,Garner-Thornton,Asia,Allison Hill,BI Booster,Webinar,20017.66,2024-12-28
0f1259e0-a18f-46b6-b535-106e122c9a56,Hughes-Alvarado,North America,Daniel Wagner,BI Booster,Email Campaign,16808.18,2024-08-12
080aadfb-e7c9-4b26-9141-25c63a9bedd4,"Pollard, Simpson and Johnson",Europe,Connie Lawrence,BI Booster,Inbound Website,11774.4,2025-05-19
839fbc50-1223-4513-9496-f63cdc1110c1,"Sanford, Rivera and Garcia",North America,Abigail Shaffer,RevOps Tracker,Webinar,16806.98,2025-03-30
7c441fe7-ab42-40a7-874a-493b3ceddf2d,Garcia-Lozano,Asia,Noah Rhodes,BI Booster,Cold Call,22690.18,2025-06-02
b92da22b-21df-406f-8a0b-3c3336d8393a,Bowen Group,Africa,Connie Lawrence,RevOps Tracker,Cold Call,14820.87,2024-11-10
93829b43-922f-415a-a1e3-db63ef7ddc76,"Booker, Jones and Harrington",Asia,Connie Lawrence,Analytics Pro,Referral,22823.22,2025-03-25
7914c120-c8dc-419f-be35-11287900f7f9,Morgan-Schwartz,North America,Noah Rhodes,Analytics Pro,Cold Call,1901.27,2024-11-20
1825bc54-30be-445f-a835-14f2ceb81f9d,"Miller, Murphy and Craig",Europe,Cristian Santos,DataViz Suite,Email Campaign,19109.51,2025-04-10
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,"James, Stewart and Higgins",Asia,Cristian Santos,DataViz Suite,Webinar,15435.24,2024-08-03
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,Brennan-Johnson,Europe,Abigail Shaffer,RevOps Tracker,Inbound Website,13504.96,2025-02-07
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,Young Ltd,Africa,Connie Lawrence,Analytics Pro,Referral,15458.8,2025-02-04
0f844fef-1931-49ee-a56c-0941fbf24050,Bright-Francis,Africa,Abigail Shaffer,DataViz Suite,Inbound Website,5062.16,2024-10-29
ccf3a171-56dc-4907-ba6c-34ab6712303a,Good-Hodges,Africa,Cristian Santos,DataViz Suite,Webinar,13901.64,2025-06-20
310c0c00-3fa7-4104-9bf9-0e27dc96925e,"Brennan, Wallace and Benson",Europe,Angie Henderson,DataViz Suite,Email Campaign,16785.56,2024-11-02
23e2fcb4-72d8-467d-894a-05e430b187ef,Williams Inc,Asia,Daniel Wagner,Analytics Pro,Webinar,22389.47,2025-06-04
766ecb15-474e-4c19-aef9-12766c006f61,Howard-Jordan,Europe,Abigail Shaffer,DataViz Suite,Webinar,12408.65,2024-09-08
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,Schmidt PLC,Europe,Abigail Shaffer,Analytics Pro,Referral,10957.53,2025-04-11
db20a56e-dc81-4fe7-8eda-8bbb71710434,"Sparks, Jackson and Miller",Asia,Angie Henderson,BI Booster,Inbound Website,12491.21,2025-04-10
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,Harvey-Allen,Africa,Cristian Santos,BI Booster,Webinar,19577.01,2025-07-04
03c72ba8-d605-4770-8a63-f881ffd0f9d5,"Thomas, Murray and King",Africa,Abigail Shaffer,BI Booster,Webinar,16643.76,2025-04-06
c0e9ab30-ed26-42e9-97e0-11b7f8102383,Estrada-Nolan,Asia,Allison Hill,RevOps Tracker,Email Campaign,12351.2,2025-03-13
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Santana-Byrd,Europe,Cristian Santos,Analytics Pro,Cold Call,17566.34,2024-09-14
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,Jones LLC,Europe,Cristian Santos,DataViz Suite,Email Campaign,15485.39,2025-05-13
2a25a888-0f02-4ad0-a706-7ef466aa9385,"Evans, Hayden and Vaughn",Africa,Daniel Wagner,RevOps Tracker,Inbound Website,19843.22,2024-11-26
63f2ae24-fc3d-4348-808d-4127610461e3,Bruce-Gonzalez,North America,Abigail Shaffer,RevOps Tracker,Inbound Website,11489.73,2025-01-22
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,Castaneda-Rodriguez,North America,Connie Lawrence,BI Booster,Referral,13361.69,2024-10-04
b253d218-6c4a-47ea-8906-17f2747b6dba,Armstrong-Andrews,North America,Gina Moore,Analytics Pro,Cold Call,13039.46,2024-08-25
c88a618e-fed4-457d-bb02-6576f512c4c3,"Phillips, Spence and Barrett",Europe,Gina Moore,DataViz Suite,Inbound Website,7682.43,2024-09-25
7c967f79-b7e9-4aca-a970-65e18e46d534,Smith-Grimes,Europe,Gina Moore,RevOps Tracker,Cold Call,16480.6,2025-05-12
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,"Beltran, Lozano and Mcgee",Africa,Daniel Wagner,DataViz Suite,Email Campaign,16305.28,2024-08-31
bc594585-9445-48c0-8ef8-c2d6f7fd5646,Parsons-Hall,North America,Gina Moore,BI Booster,Inbound Website,15025.57,2024-10-08
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,Robinson-Lee,Africa,Angie Henderson,Analytics Pro,Webinar,13827.06,2025-05-11
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Byrd-Le,Africa,Noah Rhodes,DataViz Suite,Inbound Website,7923.15,2025-01-16
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,"Becker, Taylor and Davis",Africa,Cristian Santos,DataViz Suite,Cold Call,12896.77,2024-07-19
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,"Lucas, Parker and Alexander",Asia,Connie Lawrence,RevOps Tracker,Inbound Website,13286.43,2024-11-26
118a9d29-2f92-4996-99f1-95d014822f53,"Diaz, Anderson and Browning",North America,Noah Rhodes,DataViz Suite,Referral,10988.61,2025-02-09
dca02eec-acda-4acc-9165-e21098543881,Burgess-Thompson,North America,Daniel Wagner,Analytics Pro,Webinar,14193.57,2025-02-16
f10c718b-1eb0-438a-a75d-d5af3c365296,Buchanan LLC,Asia,Cristian Santos,Analytics Pro,Referral,17020.25,2024-11-29
94340a03-3f07-4814-91d6-3f78e3e9de99,"Shaw, Nelson and Martin",Asia,Daniel Wagner,DataViz Suite,Email Campaign,24430.93,2025-01-06
14fcdd54-9e8f-4965-8a2c-827e98326856,Coffey-Phillips,North America,Daniel Wagner,RevOps Tracker,Inbound Website,15872.89,2025-05-17
90b2b633-956b-4c0c-a849-9b926b5252e3,Brock-Mcdonald,Asia,Angie Henderson,RevOps Tracker,Inbound Website,16287.75,2025-02-08
42c18a62-ef48-48d5-90fd-9d3f85d51695,Taylor and Sons,Africa,Allison Hill,BI Booster,Email Campaign,14627.77,2024-08-28
506e5a9a-b758-488d-ab73-295b344a54b8,"Ramsey, Whitney and Coffey",Europe,Allison Hill,Analytics Pro,Referral,5406.14,2025-03-03
21813d25-6552-48a6-83ff-50113d1a85dd,"Diaz, Gibbs and Smith",Africa,Daniel Wagner,BI Booster,Webinar,14867.43,2025-06-17
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,"Martinez, Richardson and Curry",North America,Gina Moore,RevOps Tracker,Referral,15301.15,2024-08-11
ef8c485b-c07a-40f2-add4-253b50f0fd0a,Richards-Carson,Asia,Noah Rhodes,BI Booster,Cold Call,27316.21,2024-08-03
9f044aed-7552-4327-8262-7f7312922f83,Rodriguez-Hall,Europe,Gina Moore,RevOps Tracker,Referral,14038.2,2024-11-06
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,Harvey PLC,North America,Abigail Shaffer,BI Booster,Webinar,16507.74,2024-12-10
8181a8cc-3691-47eb-89a2-688b12c136e0,Herman-Walker,Asia,Daniel Wagner,BI Booster,Inbound Website,14826.44,2025-04-13
5958a499-eeea-463e-a1e8-ac6843e42caf,Reid Group,Europe,Abigail Shaffer,Analytics Pro,Referral,9156.61,2025-04-14
3e896c64-e117-4ac3-919c-4ea3e1805081,"Turner, Ortiz and Taylor",Europe,Gina Moore,Analytics Pro,Email Campaign,20714.11,2025-01-10
702cdd20-2862-48b8-88f4-ef125e9953d2,Torres Group,Asia,Abigail Shaffer,BI Booster,Webinar,18759.67,2025-01-29
4d71c366-b41b-4143-8b10-550cd5704f32,Davis PLC,Europe,Daniel Wagner,RevOps Tracker,Inbound Website,18955.16,2024-12-15
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,Price LLC,North America,Angie Henderson,RevOps Tracker,Webinar,10453.06,2025-05-03
aaf91531-0200-41f0-8768-a84fa76afde6,"Avery, Horton and Fernandez",Asia,Allison Hill,Analytics Pro,Email Campaign,22013.97,2024-12-15
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,"Newton, Moore and Perry",Africa,Noah Rhodes,Analytics Pro,Cold Call,7990.74,2025-05-24
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,Bass PLC,North America,Abigail Shaffer,DataViz Suite,Webinar,17934.29,2025-02-17
e3c43657-1d8c-4bac-83b4-09ef2260e70f,Crosby-Ramirez,North America,Daniel Wagner,Analytics Pro,Webinar,25952.28,2024-08-06
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,"Wood, Ramos and Sampson",Asia,Angie Henderson,RevOps Tracker,Referral,10047.32,2024-08-26
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,Garcia-Jennings,Asia,Gina Moore,Analytics Pro,Email Campaign,12168.51,2024-11-09
afffcfd2-341e-440b-97c7-00aab7b56ea7,"Winters, Newman and Brown",Europe,Allison Hill,DataViz Suite,Email Campaign,15498.26,2025-03-15
81627cf1-4394-42e6-9a58-7e8aa25d6b29,Lopez-Martinez,North America,Daniel Wagner,BI Booster,Cold Call,12482.62,2024-08-06
e87d1c78-e7c4-41c7-8049-7b717d106c60,Davis-Lewis,Europe,Noah Rhodes,BI Booster,Email Campaign,7246.68,2024-12-30
a2607723-17a0-4f49-8d01-280fd89a40c0,"Harper, Smith and Buchanan",North America,Gina Moore,RevOps Tracker,Webinar,15342.81,2025-01-05
0b49452d-46d4-43f3-9450-281c6c6f7633,Zhang PLC,North America,Angie Henderson,DataViz Suite,Cold Call,9688.48,2025-03-30
217d65a0-c568-41cd-9563-f61600e85ece,Jones PLC,Africa,Gina Moore,BI Booster,Email Campaign,17367.96,2025-01-25
295d6fbf-430f-401d-bad4-09e2a319dcb4,Willis and Sons,North America,Connie Lawrence,BI Booster,Cold Call,10402.88,2024-11-19
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,Schroeder-Kramer,Europe,Gina Moore,Analytics Pro,Email Campaign,22749.67,2024-08-27
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,"Smith, Garrison and Thomas",Europe,Abigail Shaffer,BI Booster,Email Campaign,11083.73,2025-06-14
b0e6a969-e213-42b0-b1ee-dba313432e61,Fernandez and Sons,Africa,Gina Moore,RevOps Tracker,Referral,13389.69,2025-05-26
093923de-8bab-4e3b-a628-6bfbe767dcea,Guerrero Inc,Europe,Angie Henderson,BI Booster,Email Campaign,19067.59,2025-05-08
8d7248e2-951f-48d0-9e84-f058d5a804eb,Smith and Sons,Asia,Gina Moore,RevOps Tracker,Cold Call,8845.68,2025-02-08
0ab54bde-20a0-4502-ae06-809725e97977,"Morris, Thompson and Williams",Africa,Gina Moore,RevOps Tracker,Webinar,16137.3,2025-03-14
eededb07-e623-4689-9d59-cd2a4eea04e7,"Fisher, Wilson and Brown",Europe,Cristian Santos,Analytics Pro,Referral,21535.71,2025-02-22
0a368ce7-dc57-4131-b8e1-daa7cbceabde,Strickland-Palmer,Europe,Daniel Wagner,DataViz Suite,Email Campaign,6962.58,2024-09-17
ae9bec36-35c7-436c-9b99-62c6e61fecc0,Hayes and Sons,Asia,Cristian Santos,RevOps Tracker,Email Campaign,15923.17,2025-05-03
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,"Williams, Logan and Camacho",Africa,Gina Moore,BI Booster,Cold Call,16299.41,2024-08-28
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,"Turner, Schneider and Johnson",Asia,Daniel Wagner,BI Booster,Referral,18909.11,2024-12-24
bfddc3d9-9ee3-4c2a-b94d-62046808593f,Boone-Simmons,Africa,Cristian Santos,RevOps Tracker,Email Campaign,8815.25,2025-01-20
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,Henry Group,Africa,Gina Moore,BI Booster,Webinar,8397.72,2025-06-27
ccc56569-f9e8-4369-a999-b735dd56cc94,Lam LLC,North America,Noah Rhodes,Analytics Pro,Webinar,17609.71,2025-06-11
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,"Hernandez, Martinez and Weber",Europe,Cristian Santos,BI Booster,Email Campaign,16484.92,2024-07-30
ecab3301-bc8f-4d29-adea-94930658663a,"Kelley, Nguyen and Vang",Europe,Daniel Wagner,Analytics Pro,Webinar,16252.46,2025-05-27
696608aa-ee49-4329-884a-7b28550a1b46,"Phillips, Wagner and Jordan",North America,Cristian Santos,RevOps Tracker,Referral,16732.24,2024-08-26
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,"Wilson, Pena and Rich",Asia,Connie Lawrence,RevOps Tracker,Email Campaign,11599.88,2025-01-26
28c13091-444d-410b-bf87-e362cf8d446a,"Le, Lewis and Hayes",North America,Connie Lawrence,RevOps Tracker,Cold Call,16161.27,2024-09-06
61ee411a-1bac-47a7-b386-f7a4c991603f,Gutierrez Group,Europe,Noah Rhodes,Analytics Pro,Referral,16465.36,2024-11-04
787f2425-dbcc-4477-89e9-db0adf465290,Perry-Davis,Europe,Angie Henderson,BI Booster,Webinar,11428.24,2024-09-10
eb1fa9f2-d10b-41d0-b317-347038f16a81,Edwards-Scott,North America,Angie Henderson,Analytics Pro,Email Campaign,24328.87,2024-09-09
d20eac17-4e20-4d1a-9983-36e375d66ed4,Mcdaniel Group,North America,Daniel Wagner,BI Booster,Referral,17369.16,2024-11-11
39118497-3a43-42ba-9f0f-06cbcb9bc326,Davis Inc,North America,Abigail Shaffer,BI Booster,Webinar,9043.48,2025-07-07
6601ddd0-3170-4437-a8f7-ef5a060edf5b,Reynolds Ltd,Europe,Angie Henderson,Analytics Pro,Email Campaign,18282.77,2025-04-10
11c58ef0-dd46-4c09-8752-87aa5408f9ac,"Watson, Anderson and Brown",North America,Daniel Wagner,DataViz Suite,Inbound Website,10126.59,2024-10-04
59e4b671-4774-4c58-85f8-bc16f7860b50,"Hoffman, Santiago and Jenkins",North America,Noah Rhodes,RevOps Tracker,Cold Call,18935.42,2024-11-20
adf4e62d-6651-429e-8268-690ba43825b5,"Pugh, Henderson and Moon",Asia,Abigail Shaffer,BI Booster,Webinar,20792.98,2025-07-09
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,Schmitt PLC,North America,Abigail Shaffer,BI Booster,Webinar,10896.59,2025-01-26
e08596db-1d87-4966-8710-d430f071d879,Bell-Lane,Europe,Connie Lawrence,Analytics Pro,Inbound Website,19816.88,2025-06-21
94a1875d-2db6-4edb-82de-ffccf86c2ca2,Moore Group,Asia,Gina Moore,DataViz Suite,Inbound Website,17063.9,2024-10-27
09cb3942-43f5-4a85-bbc9-f87af668a617,Boone LLC,Africa,Abigail Shaffer,RevOps Tracker,Referral,19110.3,2025-06-02
587ef344-6f3f-420c-98b8-e4cc1bc044fc,"Richardson, Farmer and Andrews",Europe,Allison Hill,DataViz Suite,Cold Call,24483.96,2024-08-08
6fb78271-504d-481f-8953-5b63ba81edd9,Bruce-Villegas,Europe,Daniel Wagner,RevOps Tracker,Cold Call,13773.06,2024-10-14
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,"Austin, Day and Johnson",Africa,Abigail Shaffer,BI Booster,Webinar,11231.32,2024-09-23
30a900ad-939b-462d-a645-f129629c2ae3,"Gallegos, Adams and White",Europe,Abigail Shaffer,BI Booster,Inbound Website,10552.43,2025-03-12
6fa17735-b572-43d0-8b5c-ea6a41357e8c,"Farmer, Dorsey and Bell",Africa,Allison Hill,Analytics Pro,Cold Call,10920.95,2025-02-07
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,Kane PLC,Africa,Abigail Shaffer,Analytics Pro,Email Campaign,14614.49,2024-10-23
f0b5156b-b82c-4074-afd5-dea589d7fd6c,"Morales, Thomas and Schultz",Europe,Gina Moore,DataViz Suite,Cold Call,16705.76,2024-08-26
3270e4fa-abae-4f43-bcae-8081bdf070aa,Davis PLC,North America,Allison Hill,DataViz Suite,Webinar,16383.45,2025-03-08
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,Bennett Group,North America,Connie Lawrence,RevOps Tracker,Cold Call,19135.92,2024-11-03
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,Moore-Collins,Africa,Cristian Santos,Analytics Pro,Referral,15065.01,2025-03-04
1fe771d6-d917-4793-a9d3-c2e6505cc686,Frank-Bradley,Asia,Abigail Shaffer,BI Booster,Inbound Website,22267.67,2025-02-01
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Ware and Sons,Africa,Abigail Shaffer,Analytics Pro,Webinar,13676.72,2024-08-14
5380b904-688c-4015-aab9-7e494f2d4796,Webster Inc,Africa,Daniel Wagner,DataViz Suite,Webinar,28600.85,2025-01-20
8dedf9fb-4bb0-4f20-b27c-40266703b636,"Miller, Ramos and Coleman",Africa,Gina Moore,Analytics Pro,Inbound Website,18128.34,2025-03-14
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,"Ramos, Nelson and Fischer",North America,Daniel Wagner,BI Booster,Inbound Website,10714.21,2024-09-12
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,Reed Inc,North America,Cristian Santos,Analytics Pro,Inbound Website,9645.54,2025-02-23
